User ID,Session ID,Timestamp,Session Start Time,Session End Time,Page Visited,Session Duration (seconds),Traffic Source,Social Media Source,Paid Campaign,Device Type,Exit Page,Region,City,Latitude,Longitude,Age,Gender,Day of Week,Hour of Day,Weekend Flag,Pages Viewed,Add to Cart,Made Purchase
88a4a79e-11f5-4c2b-aa9b-4fa74b52be2e,e99e0133-a343-4416-ae8c-4aace1df4427,2025-01-20 19:20:36,2025-01-20 19:20:36,2025-01-20 19:25:52.470,Homepage,316.47,Direct,,,Desktop,http://www.morris-ramirez.com/,India,East Laura,75.333479,94.000254,65,Male,0,19,0,7,False,False
407f6d63-3856-4bd7-8615-7a6cb54c4df2,187023b0-103d-40ae-a5b7-ccd5d660751d,2025-03-06 10:23:12,2025-03-06 10:23:12,2025-03-06 10:33:08.400,Blog,596.4,Direct,,,Desktop,http://www.garza.com/,Canada,New Sarahstad,17.010653,47.967751,52,Male,3,10,0,10,True,False
c76acb0e-0597-4a74-bed1-5b114379858d,671edc3c-7ca0-4416-8e6c-0f5fcf3c5b3b,2025-02-21 17:53:14,2025-02-21 17:53:14,2025-02-21 17:58:22.230,Blog,308.23,Organic,,,Mobile,http://www.arnold.com/,Canada,Angelaview,44.197275,128.517155,58,Male,4,17,0,4,True,False
410e4b7a-f75d-43e8-9e11-f7f5f6b439cf,8c8456a3-448a-4fda-8041-0ecf503ff5d4,2025-02-13 02:41:50,2025-02-13 02:41:50,2025-02-13 02:51:01.870,Product Page,551.87,Referral,,,Tablet,http://boyd.net/,UK,Lisatown,76.605909,-94.78614,26,Male,3,2,0,7,True,True
e49836ae-a900-4a5f-8aa1-9c0125a2bbba,705bca75-1fe4-4fc7-95b3-b1861dc7f18a,2025-01-25 17:46:35,2025-01-25 17:46:35,2025-01-25 17:55:59.950,Blog,564.95,Social Media,Twitter,,Desktop,https://rose.com/,Germany,Rodriguezshire,2.714927,112.963237,40,Female,5,17,1,2,False,False
fbd8734a-9589-4f16-bc39-ae54b0e5397e,473b8064-c952-4927-9f12-471fdf803142,2025-01-31 05:27:42,2025-01-31 05:27:42,2025-01-31 05:32:37.590,Cart,295.59,Direct,,,Mobile,http://www.young.com/,Brazil,Port Julie,87.298868,136.853424,54,Female,4,5,0,1,True,True
5313f0da-29c6-4d61-8927-28733aa8c5a9,c054d08d-8959-40ec-ae88-2eaefed98aa0,2025-02-01 09:13:06,2025-02-01 09:13:06,2025-02-01 09:13:51.530,Homepage,45.53,Organic,,,Desktop,https://griffith-johnson.com/,India,Christopherstad,-32.12443,54.205624,52,Male,5,9,1,10,False,False
752ab55e-a4b1-4e0c-bb6e-a194fc3abfc0,03e613ee-c199-401f-a01f-ee085e87477b,2025-02-17 22:20:57,2025-02-17 22:20:57,2025-02-17 22:28:17.600,Cart,440.6,Social Media,Twitter,,Mobile,http://cervantes-paul.com/,UK,Angelaland,75.174789,-37.834222,23,Male,0,22,0,9,True,True
d08dbe50-52ca-4724-8a40-209c1b8bd81b,e48e3b2c-33b8-463a-ade1-74b8db9137f8,2025-01-25 05:58:04,2025-01-25 05:58:04,2025-01-25 06:03:51.900,Homepage,347.9,Social Media,LinkedIn,,Tablet,http://eaton-curtis.com/,Canada,Lake Jennifer,-73.75488,-22.865405,33,Male,5,5,1,1,True,True
fa956ad9-448b-41da-bb0d-895ca7c35298,ae1e5c74-eaa8-4ef1-bb3d-ffcd14528aa0,2025-01-24 20:12:55,2025-01-24 20:12:55,2025-01-24 20:20:15.760,Homepage,440.76,Paid Search,,Facebook Ads,Desktop,https://www.jackson.biz/,India,South Ericaview,-57.408676,137.412193,46,Male,4,20,0,8,True,False
5a5c509a-e0a8-42a7-8235-bfd9d598cba4,fdac23f4-6f51-4777-96c3-abfe90feeb98,2025-01-17 04:48:28,2025-01-17 04:48:28,2025-01-17 04:49:17.420,Homepage,49.42,Social Media,LinkedIn,,Mobile,https://burke.com/,USA,Donaldborough,-38.009996,51.505236,37,Male,4,4,0,3,False,False
ce1d1ade-035b-4915-ab4b-72474e63366d,03b676cb-0f65-41f0-9c9c-f4e83d2e2318,2025-02-19 10:03:54,2025-02-19 10:03:54,2025-02-19 10:07:40.890,Blog,226.89,Social Media,Facebook,,Tablet,https://www.phillips-anderson.com/,Brazil,Port Meganhaven,73.213114,-140.587193,24,Female,2,10,0,5,True,False
0a2c188c-1aa9-4ab8-8fc7-e85a6fcccc82,52a67e79-3dc5-4d9b-b54e-e97b8a19ed62,2025-01-21 11:10:25,2025-01-21 11:10:25,2025-01-21 11:11:52.990,404 Error,87.99,Direct,,,Desktop,http://www.andrews.com/,India,Hopkinston,-75.673306,70.502158,35,Male,1,11,0,3,True,False
5e647ac0-ebae-4087-b8ce-8209a76372fa,f8d801cc-712a-43a0-8d65-7a746063e00e,2025-01-12 07:40:19,2025-01-12 07:40:19,2025-01-12 07:49:40.530,Homepage,561.53,Paid Search,,Bing Ads,Desktop,https://www.berry-schmidt.info/,India,North Seanfort,88.155092,-146.026902,21,Female,6,7,1,9,False,False
f518a8ff-a51b-4d81-a2d0-f3c552a5a838,09401dbd-a0dd-4fb7-b4d2-7755798001d5,2025-01-30 19:55:44,2025-01-30 19:55:44,2025-01-30 19:56:39.700,Cart,55.7,Organic,,,Tablet,http://cobb-clark.com/,UK,Port Michaelfort,-70.853378,50.944032,56,Female,3,19,0,6,True,True
0a8101ca-1031-4772-89c8-6688a459f785,c31c54d3-ce6f-4aff-9379-59d9d38a2364,2025-02-19 00:10:44,2025-02-19 00:10:44,2025-02-19 00:18:23.260,Cart,459.26,Organic,,,Mobile,http://www.greene.info/,UK,Chambershaven,-47.779601,122.226215,33,Male,2,0,0,3,False,False
d8cdecba-ba4c-47a2-bb39-87b3e11667de,25d29205-9883-4834-bd59-d25b08828a7f,2025-01-15 00:55:17,2025-01-15 00:55:17,2025-01-15 01:03:32.320,Cart,495.32,Direct,,,Tablet,http://gaines.info/,Canada,North Kim,46.972775,123.108253,25,Female,2,0,0,4,True,True
d5581357-45d0-4855-9ebb-d1bd8ea5ae8c,f6600dd6-71ca-4c66-b42a-b8c75ecea600,2025-02-27 19:20:29,2025-02-27 19:20:29,2025-02-27 19:22:39.240,404 Error,130.24,Referral,,,Desktop,http://www.peters.net/,Germany,Whiteshire,-47.379289,-64.503436,19,Male,3,19,0,2,False,False
901ce15a-602d-477c-b8a4-7805be4fdd5b,b72aeca7-0a21-4cf9-8103-8b33d284a249,2025-02-10 11:11:17,2025-02-10 11:11:17,2025-02-10 11:11:58.980,Homepage,41.98,Direct,,,Desktop,http://peterson-reyes.org/,UK,Port Tiffany,-78.794906,-78.497161,33,Male,0,11,0,1,False,False
0632318e-ae82-4afc-b80c-859f654acbf7,bd4916e0-d202-44fd-8ac2-93423d78ec6e,2025-01-09 09:38:20,2025-01-09 09:38:20,2025-01-09 09:45:06.090,404 Error,406.09,Organic,,,Mobile,https://www.torres.com/,USA,Stuartland,-11.455743,147.202181,28,Male,3,9,0,10,False,False
19613e5e-9f9a-41a3-ba05-3a02ca277cf8,9e7a3df5-b557-4824-b416-c9679e5586fd,2025-02-22 08:03:57,2025-02-22 08:03:57,2025-02-22 08:08:42.120,Homepage,285.12,Social Media,LinkedIn,,Mobile,https://fox.org/,Canada,Dustinburgh,26.584771,-0.54684,42,Male,5,8,1,3,True,True
cffcceaa-a49d-4424-9680-96a2fb0568e3,8bdcc926-54bc-4503-9327-66a537bb809a,2025-02-16 06:00:47,2025-02-16 06:00:47,2025-02-16 06:09:01.590,404 Error,494.59,Paid Search,,Google Ads,Tablet,http://thompson.com/,Germany,Jessicaport,69.067515,98.627818,42,Male,6,6,1,4,False,False
dcadb26b-5683-4bf6-bd87-3970aebe677a,afd84f09-c657-43d4-adea-b596defc52e0,2025-02-04 13:58:07,2025-02-04 13:58:07,2025-02-04 13:59:23.230,Product Page,76.23,Organic,,,Mobile,http://white-williams.com/,Brazil,Austinview,89.928252,66.554642,60,Female,1,13,0,2,True,False
7911e5ef-5456-4f59-bdfd-a18243fd9ac5,8078ca6b-8a6d-4154-b5e0-354ddf90efb1,2025-01-17 14:02:50,2025-01-17 14:02:50,2025-01-17 14:06:36.410,Checkout,226.41,Social Media,Twitter,,Desktop,https://garcia.com/,Germany,South Sara,87.438718,5.628551,31,Female,4,14,0,5,True,True
2c3d830a-1e3f-4d8e-96b8-50844224fef9,c04b777c-7f3f-4648-b897-7056d68c1f99,2025-02-21 12:09:57,2025-02-21 12:09:57,2025-02-21 12:17:28.730,404 Error,451.73,Organic,,,Desktop,https://www.castro-owens.com/,Brazil,Jamesside,-18.822233,-162.023,23,Male,4,12,0,9,True,False
d88bf13e-763b-46cb-9f37-40c35e2be78b,48431093-512b-4a35-8100-492a849f896a,2025-01-01 11:17:26,2025-01-01 11:17:26,2025-01-01 11:23:23.100,Cart,357.1,Paid Search,,Bing Ads,Desktop,http://www.rodgers-butler.info/,Australia,Leonport,-4.282661,-175.001702,60,Male,2,11,0,10,True,True
b6a9174e-877a-48cc-b9f9-4c70495f802e,fb09775a-b6f8-4bf1-8093-03c5169b127f,2025-02-22 21:33:50,2025-02-22 21:33:50,2025-02-22 21:41:22.980,Product Page,452.98,Referral,,,Tablet,http://www.ortega.com/,Australia,Elizabethton,36.031556,-121.3569,45,Male,5,21,1,2,True,False
e41f2179-e64a-43b7-8bfc-675293d55f3f,e08542e5-8206-43e1-b317-873fb972b0c3,2025-01-04 12:19:08,2025-01-04 12:19:08,2025-01-04 12:28:16.740,Blog,548.74,Referral,,,Tablet,https://sanchez.org/,UK,Lake John,-71.485179,-151.574665,58,Female,5,12,1,2,False,False
9185a5bb-473e-431e-a668-e315c900dad0,de3e48d1-a415-4eb3-a553-91e3c0418444,2025-01-29 01:54:03,2025-01-29 01:54:03,2025-01-29 02:00:13.700,Cart,370.7,Paid Search,,Bing Ads,Mobile,https://thornton-orozco.com/,Canada,Greenton,17.518565,124.191464,62,Female,2,1,0,4,True,True
fdd2e989-1bc5-4390-af18-0018aff77d14,a8641166-31d8-4f37-90fe-c6e31fc22fac,2025-01-17 07:03:25,2025-01-17 07:03:25,2025-01-17 07:06:45.710,Product Page,200.71,Referral,,,Tablet,http://www.thomas.com/,India,West Jenniferhaven,42.430414,-52.835374,54,Female,4,7,0,10,False,False
61917ba5-2ce3-4ef9-8ea2-f611aee27a52,a392f890-38c8-4afd-86fa-dbdaaf2052b6,2025-02-09 01:50:23,2025-02-09 01:50:23,2025-02-09 01:56:05.190,Homepage,342.19,Paid Search,,Google Ads,Tablet,https://www.flores.com/,Germany,West Brentville,-85.625034,39.653807,64,Female,6,1,1,2,False,False
1356b296-9419-4c79-8339-818285780caa,966889fd-e979-4b1c-94d1-a5abb3ff1dc6,2025-01-30 22:17:13,2025-01-30 22:17:13,2025-01-30 22:19:02.760,Homepage,109.76,Direct,,,Tablet,https://rangel.com/,Brazil,Knightport,-12.234775,-56.116758,45,Female,3,22,0,7,True,True
b88edc1e-db39-482d-a50f-c6d07f54a810,2aa0709e-6c34-4665-8f0f-d6e98ca5086f,2025-01-02 18:43:41,2025-01-02 18:43:41,2025-01-02 18:44:18.970,Checkout,37.97,Social Media,Twitter,,Tablet,http://www.torres-estes.net/,Germany,West Emma,-25.526537,-128.144708,25,Female,3,18,0,8,True,False
3246020e-200a-4931-b986-f13a41a24a8f,a1b6a1cd-ee8f-4867-92a5-49a1ac45efdb,2025-01-21 03:13:06,2025-01-21 03:13:06,2025-01-21 03:13:41.470,404 Error,35.47,Referral,,,Desktop,https://baldwin.com/,Australia,North Stephen,-7.600202,-27.618566,63,Male,1,3,0,9,True,False
a80524ea-e583-47cb-8087-2606f99f6acc,02ef6d5d-65bc-4172-9145-b4a0e1667c5b,2025-02-18 08:02:05,2025-02-18 08:02:05,2025-02-18 08:07:53.540,Checkout,348.54,Referral,,,Desktop,https://mccullough.org/,Canada,Cunninghamhaven,35.552163,-36.262175,24,Female,1,8,0,2,True,True
45c1e1cc-f654-4400-add2-5cb3c482262d,ceaf99fc-e43c-4c33-a493-77918f2a7894,2025-01-16 08:49:15,2025-01-16 08:49:15,2025-01-16 08:58:45.730,Blog,570.73,Direct,,,Tablet,http://brown.com/,Brazil,South John,-44.849515,144.630538,64,Male,3,8,0,4,True,False
f11d6777-eb2a-4da5-a5c4-744757957e4b,d3305b05-c9fb-4128-a125-34e407198148,2025-01-21 03:51:09,2025-01-21 03:51:09,2025-01-21 03:54:13.010,Cart,184.01,Direct,,,Mobile,https://www.mccarty.com/,India,Yufort,-11.798062,2.073673,33,Female,1,3,0,1,False,False
d7016d92-aeec-48d1-81e9-71e6ef504d24,117ff450-14d4-44f6-a028-22d9bcd87194,2025-02-02 20:46:56,2025-02-02 20:46:56,2025-02-02 20:51:20.980,Homepage,264.98,Social Media,Instagram,,Mobile,https://www.gibson.com/,Germany,Higginsview,-14.341591,-145.60534,20,Male,6,20,1,2,True,True
0c14223b-2171-4b0c-b60e-52049adaeb5b,7719b09c-d61a-4045-92e0-6c1fd5dd8705,2025-01-21 10:44:20,2025-01-21 10:44:20,2025-01-21 10:49:58.630,404 Error,338.63,Referral,,,Tablet,http://friedman-cummings.com/,Canada,North Shannonshire,-26.432921,-85.677322,31,Female,1,10,0,1,True,True
23f8d777-5f61-483d-be20-b92fb2b79a16,990f9e85-b747-4ed2-959d-af1564920319,2025-02-11 02:48:49,2025-02-11 02:48:49,2025-02-11 02:56:23.890,Homepage,454.89,Organic,,,Tablet,https://www.peters-madden.net/,USA,South Jonathan,-39.684836,-19.146294,46,Male,1,2,0,1,True,False
318e8562-7b45-45e8-8fc3-f399e3e2bdfb,ae1996ac-fbef-49ee-818e-d860048e71aa,2025-01-08 23:17:30,2025-01-08 23:17:30,2025-01-08 23:19:21.410,Checkout,111.41,Organic,,,Tablet,http://www.mendoza.com/,Canada,West Ralphtown,-47.875352,94.301562,56,Male,2,23,0,7,True,False
73db8f01-82b2-4e6e-b884-5e439dcb4744,f3c73147-d978-4442-b05f-1e75aeceaab1,2025-01-23 03:39:27,2025-01-23 03:39:27,2025-01-23 03:42:32.150,Product Page,185.15,Organic,,,Desktop,http://logan.info/,Canada,Lake Ryan,-17.372192,-49.915727,31,Male,3,3,0,6,True,True
575ce4c7-faf3-4135-a991-751fd7a398f3,80b7037d-efda-463a-94b9-9bb46cd2d588,2025-02-14 19:26:07,2025-02-14 19:26:07,2025-02-14 19:35:06.290,Homepage,539.29,Paid Search,,Instagram Ads,Mobile,https://ramirez.com/,Canada,New Connie,0.222794,-15.728417,33,Male,4,19,0,1,False,False
01211700-6394-4321-a117-00643334ccce,7beea5b5-0d99-4b3d-8c00-f9bad3e92d11,2025-02-27 11:53:09,2025-02-27 11:53:09,2025-02-27 11:56:00.760,Checkout,171.76,Organic,,,Tablet,https://schultz.com/,India,Lake Lisa,-19.91672,154.242272,24,Female,3,11,0,8,False,False
ca8fdc44-7774-45af-b8d0-75cd1cf0394a,2b7de9c8-ca53-418e-b614-f9d1c7bfe72d,2025-02-12 14:03:00,2025-02-12 14:03:00,2025-02-12 14:04:43.330,Product Page,103.33,Referral,,,Mobile,http://www.dalton.org/,Germany,New Brenda,58.029685,115.683179,37,Female,2,14,0,3,True,False
69832d13-908a-4b54-897f-a9c976109f3b,36df24aa-c3ba-444f-9559-8abf3d2b5959,2025-02-16 13:33:31,2025-02-16 13:33:31,2025-02-16 13:39:43.450,404 Error,372.45,Social Media,LinkedIn,,Mobile,https://velasquez.com/,India,Nicholashaven,-69.572154,122.684583,26,Female,6,13,1,5,True,True
a0a1de16-ab7e-494b-ac35-af8aa89be4ec,f9be4ee8-4afe-4af3-bebe-56317198a06b,2025-02-22 07:13:35,2025-02-22 07:13:35,2025-02-22 07:18:58.540,404 Error,323.54,Paid Search,,Facebook Ads,Mobile,http://king.com/,USA,Port Dustin,78.771517,-29.328796,21,Female,5,7,1,3,True,False
22aa5f05-d2ad-49f5-a828-406502f99f62,81f57916-c74f-486e-baba-b43c1493f5d3,2025-02-16 22:46:36,2025-02-16 22:46:36,2025-02-16 22:51:14.360,Product Page,278.36,Social Media,Twitter,,Tablet,https://harrison.com/,Germany,Mayland,53.416474,-86.443838,41,Male,6,22,1,10,True,False
ca560c01-9437-458e-a44e-3da24dc38054,91bced56-5190-459d-be94-e86685f7c640,2025-02-13 13:20:21,2025-02-13 13:20:21,2025-02-13 13:22:51.880,Checkout,150.88,Referral,,,Desktop,https://barnes.com/,Canada,Lake Alicestad,-40.829827,-18.086414,27,Male,3,13,0,8,True,False
544fc8f0-eecc-4bbe-b071-4ffae0ccdfd4,fc99e21e-fdae-4610-8eee-6dd1c6ffb32a,2025-02-03 15:29:13,2025-02-03 15:29:13,2025-02-03 15:38:52.590,Blog,579.59,Paid Search,,Bing Ads,Desktop,https://www.cohen-hall.net/,UK,North Michelechester,64.562878,157.088932,21,Female,0,15,0,10,False,False
d12b5090-5f9c-4c99-bf4a-c567b1b21942,81b6636e-13f1-4ed3-a754-67134481d849,2025-02-03 21:30:13,2025-02-03 21:30:13,2025-02-03 21:36:01.880,Checkout,348.88,Organic,,,Tablet,https://www.johnson-hicks.biz/,USA,Vanessabury,12.585697,-78.81024,43,Male,0,21,0,7,False,False
7120bd4a-f008-4e93-9c38-8dd44ed2ec32,1cf1f8a7-ceda-4a7f-81eb-27d8a7274159,2025-02-26 02:06:50,2025-02-26 02:06:50,2025-02-26 02:11:19.710,Homepage,269.71,Direct,,,Desktop,https://www.duffy.com/,UK,North Nicole,11.128445,96.862017,39,Male,2,2,0,4,True,False
b24c107f-f9ea-4407-a889-3b1f3378a567,e2716678-e5f6-4e84-9881-d596611bbd85,2025-01-30 14:11:49,2025-01-30 14:11:49,2025-01-30 14:19:06.800,Checkout,437.8,Social Media,Instagram,,Desktop,http://barnes-strong.com/,USA,North George,-84.729522,-154.581825,63,Female,3,14,0,6,True,True
3b384f56-e7b1-4e48-a948-0c9b48269aed,3c7cdb59-e041-487c-86ce-2d33a2f76af4,2025-01-05 10:41:08,2025-01-05 10:41:08,2025-01-05 10:41:46.680,Blog,38.68,Social Media,Instagram,,Tablet,http://nguyen.com/,UK,Brianburgh,-53.736839,-123.804825,55,Male,6,10,1,10,True,False
d30ed1c6-907c-4d90-b1cb-ad8e555f4611,3093189a-8f43-426c-91b6-8651ca620af8,2025-02-13 12:47:24,2025-02-13 12:47:24,2025-02-13 12:55:12.660,404 Error,468.66,Referral,,,Desktop,https://cunningham-gregory.info/,Australia,West Hannah,-58.428102,95.692076,33,Female,3,12,0,7,True,False
efcc3ea9-902a-4bbf-919e-1361e5a13664,8bbe6fb0-31e2-412a-ba33-21bc14e4cb11,2025-01-02 20:35:17,2025-01-02 20:35:17,2025-01-02 20:35:51.650,Blog,34.65,Social Media,Instagram,,Tablet,http://www.ford.com/,Germany,Marymouth,-15.594837,143.379869,31,Male,3,20,0,2,True,True
f23e8738-fc8a-4668-b2e3-b0a46292533a,4f4a395d-6210-4b73-855e-737ed6af9127,2025-01-18 20:00:10,2025-01-18 20:00:10,2025-01-18 20:05:52.100,Checkout,342.1,Social Media,Instagram,,Tablet,http://www.johnson.info/,Canada,Kington,0.79103,30.950607,60,Male,5,20,1,10,True,True
0d20d8ad-429d-46c4-84ab-547c09a8f2f1,23910832-3260-4601-984c-424ac48ef529,2025-01-12 13:23:06,2025-01-12 13:23:06,2025-01-12 13:28:26.800,404 Error,320.8,Social Media,Facebook,,Tablet,http://chambers.net/,USA,South Jeremybury,-23.021497,63.427701,32,Female,6,13,1,3,True,False
569bb165-0237-4726-8e6d-e2ef646fe025,2adbe9a8-f5a4-41db-8d21-dd59b1a9cd8f,2025-02-04 15:49:51,2025-02-04 15:49:51,2025-02-04 15:56:39.270,Cart,408.27,Organic,,,Mobile,https://www.stanton-hill.com/,Germany,West Ashley,14.21155,52.491184,30,Female,1,15,0,7,True,True
9592467b-93b6-4bb4-ae32-0cfbd9f1185f,59f6177e-d84e-49a8-b742-9a8e3e430494,2025-02-20 09:55:41,2025-02-20 09:55:41,2025-02-20 09:58:10.180,Blog,149.18,Organic,,,Mobile,http://www.gallegos.com/,USA,Jamesbury,-86.694606,-7.144212,22,Male,3,9,0,1,False,False
7e832d51-337d-4748-8161-402f646945d6,c3f73a75-8460-411a-ad02-e7915319f64c,2025-01-05 08:38:33,2025-01-05 08:38:33,2025-01-05 08:40:36.520,404 Error,123.52,Referral,,,Tablet,https://mitchell.com/,Brazil,Melissatown,80.086376,-173.836155,49,Male,6,8,1,4,True,True
dbd10361-155f-4483-9eba-73d4e21f91a5,305f581a-7089-4d15-9977-18d6a65f27ac,2025-02-22 20:30:37,2025-02-22 20:30:37,2025-02-22 20:38:30.100,Homepage,473.1,Direct,,,Mobile,https://www.murphy.net/,USA,Edwardshaven,69.83824,-156.548883,41,Female,5,20,1,7,True,True
9684ddb4-3829-4071-bbb2-a1116ad1f99b,67b05aad-51e7-4a24-92c4-8ccfbc56a042,2025-01-27 19:52:33,2025-01-27 19:52:33,2025-01-27 19:57:52.700,404 Error,319.7,Organic,,,Desktop,http://www.howard.biz/,India,Port Bradleyburgh,-67.213342,-49.371282,50,Male,0,19,0,3,False,False
7a2f73bc-7c4c-4ab0-852a-702cb7030bf7,2be6e1d4-c6ec-4c41-88de-843b1826b633,2025-03-02 08:47:11,2025-03-02 08:47:11,2025-03-02 08:50:24.630,Product Page,193.63,Referral,,,Desktop,https://garrison.com/,UK,Port Jessica,2.457327,-79.390233,23,Female,6,8,1,10,True,True
7b9413bc-5153-4f62-93c6-543f844b6bdf,681099e3-8ece-4b62-b6d7-699103f454f1,2025-02-09 04:20:25,2025-02-09 04:20:25,2025-02-09 04:25:47.710,Checkout,322.71,Paid Search,,Facebook Ads,Mobile,http://arias-robinson.com/,India,Dominiqueberg,-26.018978,-12.79538,46,Male,6,4,1,6,True,False
933ea863-962f-4755-a81b-49eba17fc785,73ad5682-6c1d-43f9-98f1-e389aecb140b,2025-02-28 05:03:12,2025-02-28 05:03:12,2025-02-28 05:04:13.880,Product Page,61.88,Social Media,LinkedIn,,Tablet,http://mcbride.info/,Australia,Kathrynport,-37.9968,-148.355526,24,Female,4,5,0,8,True,False
3e13ea84-483d-4e5d-acfe-9bda98bfc78b,e315d1af-ea9d-429f-9f4d-a7be2db67f11,2025-02-12 19:05:01,2025-02-12 19:05:01,2025-02-12 19:14:10.370,Blog,549.37,Direct,,,Mobile,https://www.shepherd.biz/,Australia,Hudsonfort,56.475162,133.198026,47,Female,2,19,0,9,True,True
b77fb557-2d3b-4333-8271-cdcf28f54bee,5b76f84b-d986-45a2-b04c-40ff4a807d35,2025-01-03 12:12:38,2025-01-03 12:12:38,2025-01-03 12:18:58.260,Homepage,380.26,Organic,,,Desktop,https://james.biz/,India,New Ashleyside,-45.035224,39.155034,49,Male,4,12,0,8,False,False
f718e3d2-c4eb-4d34-92e1-878461bb4609,5a7296d5-e191-44b4-afab-4cbfbaee9c20,2025-03-01 18:47:38,2025-03-01 18:47:38,2025-03-01 18:57:20.260,Cart,582.26,Social Media,Facebook,,Desktop,https://www.werner.com/,USA,Port Karen,-49.487795,-164.524168,26,Female,5,18,1,4,True,False
7d80f30e-2425-4d7e-8dc8-31187954cd76,c0bf3ef6-03b0-445a-8107-26eef9e3c397,2025-01-19 17:36:15,2025-01-19 17:36:15,2025-01-19 17:40:27.150,Blog,252.15,Organic,,,Tablet,http://www.hart-morgan.com/,UK,East Joan,28.983153,24.580533,28,Female,6,17,1,7,False,False
c32492c0-bbab-4970-bb7a-ac4c86a3bc55,80d1d051-6668-46d1-88ba-2f686b09dd8e,2025-03-03 16:35:44,2025-03-03 16:35:44,2025-03-03 16:45:26.570,Blog,582.57,Referral,,,Desktop,http://www.duffy.com/,Australia,West Jason,80.513953,-111.300847,63,Female,0,16,0,2,True,True
fe5617d5-4b79-4ed2-8026-b31d762271b6,1c7cfffb-9397-49b7-9ecb-e4950e018371,2025-03-04 18:03:37,2025-03-04 18:03:37,2025-03-04 18:11:16.870,Blog,459.87,Organic,,,Desktop,http://www.mejia.org/,Germany,Lake Heatherville,40.243344,88.870423,18,Female,1,18,0,4,False,False
